Mes;Semana;Dia;Hora;Hora (24h);Cosumo (W);Velocidad viento;Generación Eólica;Irradiencia FV (W/m2);Irradiencia (90º) FV (W/m2);Generación (90º) FV (W);Generación (comvencional) FV (W);Generación Total (W);Excedente (W);Batería (W);Nuevo Consumo;Último Consumo;Nuevo Excedente;;;;;;;;;
;;;8428;3:00:00;52;2,5337164;0;0;0;0;0;0;0;26332;52;0;0;;;;;;;;;
;;;8429;4:00:00;52;2,7577164;0;0;0;0;0;0;0;26280;52;0;0;;;;;;;;;
;;;8430;5:00:00;52;2,7563472;0;0;0;0;0;0;0;26228;52;0;0;;;;;;;;;
;;;8431;6:00:00;1894,41;2,7455995;0;0;0;0;0;0;0;24334;1894,41;0;0;;;;;;;;;
;;;8432;7:00:00;2590,45;2,8388205;0;0;0;0;0;0;0;21743;2590,45;0;0;;;;;;;;;
;;;8433;8:00:00;1620,45;2,8922868;0;82,37;200,17;843,4688;494,22;494,22;0;20617;1126,23;0;0;;;;;;;;;
;;;8434;9:00:00;113,56;2,7466767;0;346,69;459,35;3550,1056;2080,14;2080,14;1966,58;22584;0;0;0;;;;;;;;;
;;;8435;10:00:00;52;2,5046754;0;509,51;400,08;5217,3824;3057,06;3057,06;3005,06;25589;0;0;0;;;;;;;;;
;;;8436;11:00:00;52;2,5518057;0;284,93;245,6;2917,6832;1709,58;1709,58;1657,58;27246;0;0;0;;;;;;;;;
;;;8437;12:00:00;52;2,3924363;0;757,22;197,6;7753,9328;4543,32;4543,32;4491,32;31738;0;0;0;;;;;;;;;
;;;8438;13:00:00;2788;2,6318774;0;851,74;382,37;8721,8176;5110,44;5110,44;2322,44;34060;0;0;0;;;;;;;;;
;;;8439;14:00:00;362;2,4282324;0;805,05;560,09;8243,712;4830,3;4830,3;4468,3;38528;0;0;2996,74;;;;;;;;;
;;;8440;15:00:00;492;1,8010064;0;723,39;716,8;7407,5136;4340,34;4340,34;3848,34;40000;0;0;3848,34;;;;;;;;;
;;;8441;16:00:00;52;1,4934849;0;147,96;207,9;1515,1104;887,76;887,76;835,76;40000;0;0;835,76;;;;;;;;;
;;;8442;17:00:00;52;1,3699241;0;0;0;0;0;0;0;39948;52;0;0;;;;;;;;;
;;;8443;18:00:00;1342,2;1,0612895;0;0;0;0;0;0;0;38606;1342,2;0;0;;;;;;;;;
;;;8444;19:00:00;3055,45;1,135364;0;0;0;0;0;0;0;35550;3055,45;0;0;;;;;;;;;
;;;8445;20:00:00;3419,45;1,7044808;0;0;0;0;0;0;0;32131;3419,45;0;0;;;;;;;;;
;;;8446;21:00:00;3547,15;1,9047982;0;0;0;0;0;0;0;28584;3547,15;0;0;;;;;;;;;
;;;8447;22:00:00;625,45;2,6836693;0;0;0;0;0;0;0;27958;625,45;0;0;;;;;;;;;
;;;8448;23:00:00;815,45;2,7408855;0;0;0;0;0;0;0;27143;815,45;0;0;;;;;;;;;
;;Miércoles;8449;0:00:00;654,6;2,8062234;0;0;0;0;0;0;0;26488;654,6;0;0;;;;;;;;;
;;;8450;1:00:00;52;2,9055977;0;0;0;0;0;0;0;26436;52;0;0;;;;;;;;;
;;;8451;2:00:00;52;2,9611032;0;0;0;0;0;0;0;26384;52;0;0;;;;;;;;;
;;;8452;3:00:00;52;2,8949583;0;0;0;0;0;0;0;26332;52;0;0;;;;;;;;;
;;;8453;4:00:00;52;2,80174;0;0;0;0;0;0;0;26280;52;0;0;;;;;;;;;
;;;8454;5:00:00;52;2,8910453;0;0;0;0;0;0;0;26228;52;0;0;;;;;;;;;
;;;8455;6:00:00;1894,41;3,107988;0;0;0;0;0;0;0;24334;1894,41;0;0;;;;;;;;;
;;;8456;7:00:00;2590,45;3,2165153;0;0;0;0;0;0;0;21743;2590,45;0;0;;;;;;;;;
;;;8457;8:00:00;1620,45;3,3394685;0;41,58;77,13;425,7792;249,48;249,48;0;20372;1370,97;0;0;;;;;;;;;
;;;8458;9:00:00;113,56;3,3390892;0;81,09;94,91;830,3616;486,54;486,54;372,98;20745;0;0;0;;;;;;;;;
;;;8459;10:00:00;52;3,3149028;0;99,7;114,94;1020,928;598,2;598,2;546,2;21292;0;0;0;;;;;;;;;
;;;8460;11:00:00;52;3,3266826;0;157,57;174,4;1613,5168;945,42;945,42;893,42;22185;0;0;0;;;;;;;;;
;;;8461;12:00:00;52;3,3141468;0;70,43;81,19;721,2032;422,58;422,58;370,58;22556;0;0;0;;;;;;;;;
;;;8462;13:00:00;2788;3,556447;0;35,67;41,12;365,2608;214,02;214,02;0;19982;2573,98;0;0;;;;;;;;;
;;;8463;14:00:00;362;3,3399663;0;48,48;55,89;496,4352;290,88;290,88;0;19911;71,12;0;0;;;;;;;;;
;;;8464;15:00:00;492;2,965554;0;92,31;105,08;945,2544;553,86;553,86;61,86;19972;0;0;0;;;;;;;;;
;;;8465;16:00:00;52;2,8213327;0;111,91;153,87;1145,9584;671,46;671,46;619,46;20592;0;0;0;;;;;;;;;
;;;8466;17:00:00;52;2,9299426;0;0;0;0;0;0;0;20540;52;0;0;;;;;;;;;
;;;8467;18:00:00;1342,2;3,269228;0;0;0;0;0;0;0;19198;1342,2;0;0;;;;;;;;;
;;;8468;19:00:00;3055,45;3,6939697;0;0;0;0;0;0;0;16142;3055,45;0;0;;;;;;;;;
;;;8469;20:00:00;3419,45;4,1206665;0;0;0;0;0;0;0;12723;3419,45;0;0;;;;;;;;;
;;;8470;21:00:00;3547,15;4,385297;0;0;0;0;0;0;0;9176;3547,15;0;0;;;;;;;;;
;;;8471;22:00:00;625,45;4,4613223;0;0;0;0;0;0;0;8550;625,45;0;0;;;;;;;;;
;;;8472;23:00:00;815,45;4,6819153;0;0;0;0;0;0;0;7735;815,45;0;0;;;;;;;;;
;;Jueves;8473;0:00:00;654,6;4,886033;0;0;0;0;0;0;0;7080;654,6;0;0;;;;;;;;;
;;;8474;1:00:00;52;5,1971183;0;0;0;0;0;0;0;7028;52;0;0;;;;;;;;;
;;;8475;2:00:00;52;5,6235538;0;0;0;0;0;0;0;6976;52;0;0;;;;;;;;;
;;;8476;3:00:00;52;5,589967;0;0;0;0;0;0;0;6924;52;0;0;;;;;;;;;
;;;8477;4:00:00;52;5,5078764;0;0;0;0;0;0;0;6872;52;0;0;;;;;;;;;
;;;8478;5:00:00;52;5,4657607;0;0;0;0;0;0;0;6820;52;0;0;;;;;;;;;
;;;8479;6:00:00;1894,41;5,0269365;0;0;0;0;0;0;0;4926;1894,41;0;0;;;;;;;;;
;;;8480;7:00:00;2590,45;4,797579;0;0;0;0;0;0;0;2335;2590,45;255,24;0;;;;;;;;;
;;;8481;8:00:00;1620,45;4,9464264;0;18,29;21,09;187,2896;109,74;109,74;0;825;1510,71;686,21;0;;;;;;;;;
;;;8482;9:00:00;113,56;5,5245075;0;32,01;36,91;327,7824;192,06;192,06;78,5;903;0;0;0;;;;;;;;;
;;;8483;10:00:00;52;5,0103927;0;93,3;107,56;955,392;559,8;559,8;507,8;1411;0;0;0;;;;;;;;;
;;;8484;11:00:00;52;6,3231254;0;189,23;197,96;1937,7152;1135,38;1135,38;1083,38;2494;0;0;0;;;;;;;;;
;;;8485;12:00:00;52;6,6592803;0;67,69;78,03;693,1456;406,14;406,14;354,14;2848;0;0;0;;;;;;;;;
;;;8486;13:00:00;2788;6,3472457;0;121,66;140,25;1245,7984;729,96;729,96;0;790;2058,04;1267,76;0;;;;;;;;;
;;;8487;14:00:00;362;6,6563487;0;157,35;170,89;1611,264;944,1;944,1;582,1;1372;0;0;0;;;;;;;;;
;;;8488;15:00:00;492;6,2695904;0;370,14;384,24;3790,2336;2220,84;2220,84;1728,84;3101;0;0;0;;;;;;;;;
;;;8489;16:00:00;52;5,5783687;0;56,44;71,75;577,9456;338,64;338,64;286,64;3388;0;0;0;;;;;;;;;
;;;8490;17:00:00;52;5,1316032;0;0;0;0;0;0;0;3336;52;0;0;;;;;;;;;
;;;8491;18:00:00;1342,2;4,9024425;0;0;0;0;0;0;0;1994;1342,2;0;0;;;;;;;;;
;;;8492;19:00:00;3055,45;4,3246126;0;0;0;0;0;0;0;0;3055,45;3055,45;0;;;;;;;;;
;;;8493;20:00:00;3419,45;3,3036695;0;0;0;0;0;0;0;0;3419,45;3419,45;0;;;;;;;;;
;;;8494;21:00:00;3547,15;2,6398568;0;0;0;0;0;0;0;0;3547,15;3547,15;0;;;;;;;;;
;;;8495;22:00:00;625,45;2,2797763;0;0;0;0;0;0;0;0;625,45;625,45;0;;;;;;;;;
;;;8496;23:00:00;815,45;2,402325;0;0;0;0;0;0;0;0;815,45;815,45;0;;;;;;;;;
;;Viernes;8497;0:00:00;757,2;3,032862;0;0;0;0;0;0;0;0;757,2;757,2;0;;;;;;;;;
;;;8498;1:00:00;362;3,1511264;0;0;0;0;0;0;0;0;362;362;0;;;;;;;;;
;;;8499;2:00:00;52;3,2230215;0;0;0;0;0;0;0;0;52;52;0;;;;;;;;;
;;;8500;3:00:00;52;3,4254386;0;0;0;0;0;0;0;0;52;52;0;;;;;;;;;
;;;8501;4:00:00;52;3,853955;0;0;0;0;0;0;0;0;52;52;0;;;;;;;;;
;;;8502;5:00:00;52;4,3095837;0;0;0;0;0;0;0;0;52;52;0;;;;;;;;;
;;;8503;6:00:00;399,6;4,5600486;0;0;0;0;0;0;0;0;399,6;399,6;0;;;;;;;;;
;;;8504;7:00:00;2365,45;4,554886;0;0;0;0;0;0;0;0;2365,45;2365,45;0;;;;;;;;;
;;;8505;8:00:00;2160,45;4,808369;0;49,65;100,71;508,416;297,9;297,9;0;0;1862,55;1862,55;0;;;;;;;;;
;;;8506;9:00:00;1311,81;4,8533373;0;342,79;460,5;3510,1696;2056,74;2056,74;744,93;745;0;0;0;;;;;;;;;
;;;8507;10:00:00;1676,25;4,915123;0;586,8;437,6;6008,832;3520,8;3520,8;1844,55;2589;0;0;0;;;;;;;;;
;;;8508;11:00:00;232;4,2070374;0;776,09;281,48;7947,1616;4656,54;4656,54;4424,54;7014;0;0;0;;;;;;;;;
;;;8509;12:00:00;52;3,4813237;0;886,15;146,55;9074,176;5316,9;5316,9;5264,9;12279;0;0;0;;;;;;;;;
;;;8510;13:00:00;2755;2,7082317;0;932,82;380,99;9552,0768;5596,92;5596,92;2841,92;15121;0;0;0;;;;;;;;;
;;;8511;14:00:00;2642;1,8950344;0;875,86;586,16;8968,8064;5255,16;5255,16;2613,16;17734;0;0;0;;;;;;;;;
;;;8512;15:00:00;492;1,1415724;0;773,27;755,24;7918,2848;4639,62;4639,62;4147,62;21882;0;0;0;;;;;;;;;
;;;8513;16:00:00;52;1,5731418;0;525,38;766,18;5379,8912;3152,28;3152,28;3100,28;24982;0;0;0;;;;;;;;;
;;;8514;17:00:00;52;1,8149114;0;0;0;0;0;0;0;24930;52;0;0;;;;;;;;;
;;;8515;18:00:00;632,2;1,7307899;0;0;0;0;0;0;0;24298;632,2;0;0;;;;;;;;;
;;;8516;19:00:00;1343,7;1,3748335;0;0;0;0;0;0;0;22954;1343,7;0;0;;;;;;;;;
;;;8517;20:00:00;3239,45;1,5178599;0;0;0;0;0;0;0;19715;3239,45;0;0;;;;;;;;;
;;;8518;21:00:00;5495,45;1,891185;0;0;0;0;0;0;0;14219;5495,45;0;0;;;;;;;;;
;;;8519;22:00:00;625,45;2,5749226;0;0;0;0;0;0;0;13594;625,45;0;0;;;;;;;;;
;;;8520;23:00:00;815,45;3,1011689;0;0;0;0;0;0;0;12778;815,45;0;0;;;;;;;;;
;;Sábado;8521;0:00:00;757,2;3,426401;0;0;0;0;0;0;0;12021;757,2;0;0;;;;;;;;;
;;;8522;1:00:00;362;3,3693666;0;0;0;0;0;0;0;11659;362;0;0;;;;;;;;;
;;;8523;2:00:00;52;3,24628;0;0;0;0;0;0;0;11607;52;0;0;;;;;;;;;
;;;8524;3:00:00;52;3,1535153;0;0;0;0;0;0;0;11555;52;0;0;;;;;;;;;
;;;8525;4:00:00;52;3,1575377;0;0;0;0;0;0;0;11503;52;0;0;;;;;;;;;
;;;8526;5:00:00;52;3,2029402;0;0;0;0;0;0;0;11451;52;0;0;;;;;;;;;
;;;8527;6:00:00;399,6;3,1146948;0;0;0;0;0;0;0;11051;399,6;0;0;;;;;;;;;
;;;8528;7:00:00;2365,45;3,2652357;0;0;0;0;0;0;0;8686;2365,45;0;0;;;;;;;;;
;;;8529;8:00:00;2160,45;3,4493368;0;94,91;252,32;971,8784;569,46;569,46;0;7095;1590,99;0;0;;;;;;;;;
;;;8530;9:00:00;1311,81;3,1147053;0;368,36;497,17;3772,0064;2210,16;2210,16;898,35;7993;0;0;0;;;;;;;;;
;;;8531;10:00:00;1676,25;2,818877;0;598,64;447,3;6130,0736;3591,84;3591,84;1915,59;9909;0;0;0;;;;;;;;;
;;;8532;11:00:00;232;2,230742;0;774,89;288,33;7934,8736;4649,34;4649,34;4417,34;14326;0;0;0;;;;;;;;;
;;;8533;12:00:00;52;1,7131516;0;904,6;145,12;9263,104;5427,6;5427,6;5375,6;19702;0;0;0;;;;;;;;;
;;;8534;13:00:00;2755;1,4674424;0;951,07;383,9;9738,9568;5706,42;5706,42;2951,42;22653;0;0;0;;;;;;;;;
;;;8535;14:00:00;2642;1,3400985;0;896,66;596,53;9181,7984;5379,96;5379,96;2737,96;25391;0;0;0;;;;;;;;;
;;;8536;15:00:00;492;1,5971258;0;761,26;744,49;7795,3024;4567,56;4567,56;4075,56;29467;0;0;0;;;;;;;;;
;;;8537;16:00:00;52;1,6578184;0;646,49;938,42;6620,0576;3878,94;3878,94;3826,94;33294;0;0;0;;;;;;;;;
;;;8538;17:00:00;52;2,2238426;0;0;0;0;0;0;0;33242;52;0;0;;;;;;;;;
;;;8539;18:00:00;632,2;2,2360559;0;0;0;0;0;0;0;32610;632,2;0;0;;;;;;;;;
;;;8540;19:00:00;1343,7;1,9944134;0;0;0;0;0;0;0;31266;1343,7;0;0;;;;;;;;;
;;;8541;20:00:00;3239,45;2,0666943;0;0;0;0;0;0;0;28026;3239,45;0;0;;;;;;;;;
;;;8542;21:00:00;5495,45;2,6606116;0;0;0;0;0;0;0;22531;5495,45;0;0;;;;;;;;;
;;;8543;22:00:00;625,45;3,1904123;0;0;0;0;0;0;0;21905;625,45;0;0;;;;;;;;;
;;;8544;23:00:00;815,45;3,4731762;0;0;0;0;0;0;0;21090;815,45;0;0;;;;;;;;;
;;Domingo;8545;0:00:00;757,2;3,6578496;0;0;0;0;0;0;0;20333;757,2;0;0;;;;;;;;;
;;;8546;1:00:00;362;3,8818512;0;0;0;0;0;0;0;19971;362;0;0;;;;;;;;;
;;;8547;2:00:00;52;3,930188;0;0;0;0;0;0;0;19919;52;0;0;;;;;;;;;
;;;8548;3:00:00;52;3,8319964;0;0;0;0;0;0;0;19867;52;0;0;;;;;;;;;
;;;8549;4:00:00;52;3,8314817;0;0;0;0;0;0;0;19815;52;0;0;;;;;;;;;
;;;8550;5:00:00;52;3,9442875;0;0;0;0;0;0;0;19763;52;0;0;;;;;;;;;
;;;8551;6:00:00;399,6;4,055729;0;0;0;0;0;0;0;19363;399,6;0;0;;;;;;;;;
;;;8552;7:00:00;2365,45;4,1315074;0;0;0;0;0;0;0;16998;2365,45;0;0;;;;;;;;;
;;;8553;8:00:00;2160,45;4,25453;0;92,89;248,02;951,1936;557,34;557,34;0;15395;1603,11;0;0;;;;;;;;;
;;;8554;9:00:00;1311,81;4,087008;0;349,55;474,2;3579,392;2097,3;2097,3;785,49;16180;0;0;0;;;;;;;;;
;;;8555;10:00:00;1676,25;3,85615;0;598,97;449,1;6133,4528;3593,82;3593,82;1917,57;18098;0;0;0;;;;;;;;;
;;;8556;11:00:00;232;3,7917223;0;774,98;289,49;7935,7952;4649,88;4649,88;4417,88;22516;0;0;0;;;;;;;;;
;;;8557;12:00:00;52;3,4224434;0;906,01;143,38;9277,5424;5436,06;5436,06;5384,06;27900;0;0;0;;;;;;;;;
;;;8558;13:00:00;2755;3,6773832;0;932,39;381,55;9547,6736;5594,34;5594,34;2839,34;30739;0;0;0;;;;;;;;;
;;;8559;14:00:00;2642;4,0227003;0;900,33;596,85;9219,3792;5401,98;5401,98;2759,98;33499;0;0;0;;;;;;;;;
;;;8560;15:00:00;492;3,9812412;0;765,64;746,51;7840,1536;4593,84;4593,84;4101,84;37601;0;0;1702,66;;;;;;;;;
;;;8561;16:00:00;52;4,2021956;0;566,23;821,57;5798,1952;3397,38;3397,38;3345,38;40000;0;0;3345,38;;;;;;;;;
;;;8562;17:00:00;52;4,726548;0;0;0;0;0;0;0;39948;52;0;0;;;;;;;;;
;;;8563;18:00:00;632,2;5,3093762;0;0;0;0;0;0;0;39316;632,2;0;0;;;;;;;;;
;;;8564;19:00:00;1343,7;5,2827444;0;0;0;0;0;0;0;37972;1343,7;0;0;;;;;;;;;
;;;8565;20:00:00;3239,45;4,92885;0;0;0;0;0;0;0;34733;3239,45;0;0;;;;;;;;;
;;;8566;21:00:00;5495,45;4,7410393;0;0;0;0;0;0;0;29237;5495,45;0;0;;;;;;;;;
;;;8567;22:00:00;625,45;4,295906;0;0;0;0;0;0;0;28612;625,45;0;0;;;;;;;;;
;;;8568;23:00:00;815,45;4,7068324;0;0;0;0;0;0;0;27796;815,45;0;0;;;;;;;;;
;52;Lunes;8569;0:00:00;757,2;4,720949;0;0;0;0;0;0;0;27039;757,2;0;0;;;;;;;;;
;;;8570;1:00:00;362;4,303986;0;0;0;0;0;0;0;26677;362;0;0;;;;;;;;;
;;;8571;2:00:00;52;4,2176185;0;0;0;0;0;0;0;26625;52;0;0;;;;;;;;;
;;;8572;3:00:00;52;4,3257217;0;0;0;0;0;0;0;26573;52;0;0;;;;;;;;;
;;;8573;4:00:00;52;4,414269;0;0;0;0;0;0;0;26521;52;0;0;;;;;;;;;
;;;8574;5:00:00;52;4,3090634;0;0;0;0;0;0;0;26469;52;0;0;;;;;;;;;
;;;8575;6:00:00;399,6;4,3633447;0;0;0;0;0;0;0;26070;399,6;0;0;;;;;;;;;
;;;8576;7:00:00;2365,45;4,523424;0;0;0;0;0;0;0;23704;2365,45;0;0;;;;;;;;;
;;;8577;8:00:00;2160,45;4,8371525;0;20,56;28,04;210,5344;123,36;123,36;0;21667;2037,09;0;0;;;;;;;;;
;;;8578;9:00:00;1311,81;5,3155003;0;262,47;353,67;2687,6928;1574,82;1574,82;263,01;21930;0;0;0;;;;;;;;;
;;;8579;10:00:00;1676,25;5,6491427;0;543,25;424,2;5562,88;3259,5;3259,5;1583,25;23513;0;0;0;;;;;;;;;
;;;8580;11:00:00;232;6,34303;0;758,06;288,06;7762,5344;4548,36;4548,36;4316,36;27830;0;0;0;;;;;;;;;
;;;8581;12:00:00;52;6,854779;0;873,33;145,53;8942,8992;5239,98;5239,98;5187,98;33018;0;0;0;;;;;;;;;
;;;8582;13:00:00;2755;6,8148084;0;934,27;376,07;9566,9248;5605,62;5605,62;2850,62;35868;0;0;0;;;;;;;;;
;;;8583;14:00:00;2642;6,132917;0;855,86;573,58;8764,0064;5135,16;5135,16;2493,16;38361;0;0;854,5;;;;;;;;;
;;;8584;15:00:00;492;5,4794135;0;812,15;782,4;8316,416;4872,9;4872,9;4380,9;40000;0;0;4380,9;;;;;;;;;
;;;8585;16:00:00;52;4,784621;0;78,23;102,49;801,0752;469,38;469,38;417,38;40000;0;0;417,38;;;;;;;;;
;;;8586;17:00:00;52;4,2823644;0;0;0;0;0;0;0;39948;52;0;0;;;;;;;;;
;;;8587;18:00:00;632,2;3,7831557;0;0;0;0;0;0;0;39316;632,2;0;0;;;;;;;;;
;;;8588;19:00:00;1343,7;3,3036273;0;0;0;0;0;0;0;37972;1343,7;0;0;;;;;;;;;
;;;8589;20:00:00;3239,45;2,7030673;0;0;0;0;0;0;0;34733;3239,45;0;0;;;;;;;;;
;;;8590;21:00:00;5495,45;2,5471306;0;0;0;0;0;0;0;29237;5495,45;0;0;;;;;;;;;
;;;8591;22:00:00;625,45;1,324759;0;0;0;0;0;0;0;28612;625,45;0;0;;;;;;;;;
;;;8592;23:00:00;815,45;1,6913122;0;0;0;0;0;0;0;27796;815,45;0;0;;;;;;;;;
;;Martes;8593;0:00:00;757,2;2,0137973;0;0;0;0;0;0;0;27039;757,2;0;0;;;;;;;;;
;;;8594;1:00:00;362;3,3461199;0;0;0;0;0;0;0;26677;362;0;0;;;;;;;;;
;;;8595;2:00:00;52;3,6710248;0;0;0;0;0;0;0;26625;52;0;0;;;;;;;;;
;;;8596;3:00:00;52;3,8647559;0;0;0;0;0;0;0;26573;52;0;0;;;;;;;;;
;;;8597;4:00:00;52;4,0877333;0;0;0;0;0;0;0;26521;52;0;0;;;;;;;;;
;;;8598;5:00:00;52;3,733929;0;0;0;0;0;0;0;26469;52;0;0;;;;;;;;;
;;;8599;6:00:00;399,6;3,4093642;0;0;0;0;0;0;0;26070;399,6;0;0;;;;;;;;;
;;;8600;7:00:00;2365,45;3,515867;0;0;0;0;0;0;0;23704;2365,45;0;0;;;;;;;;;
;;;8601;8:00:00;2160,45;3,774575;0;63,36;154,11;648,8064;380,16;380,16;0;21924;1780,29;0;0;;;;;;;;;
;;;8602;9:00:00;1311,81;3,8003345;0;308,28;421,17;3156,7872;1849,68;1849,68;537,87;22462;0;0;0;;;;;;;;;
;;;8603;10:00:00;1676,25;3,9555252;0;550,81;425,68;5640,2944;3304,86;3304,86;1628,61;24090;0;0;0;;;;;;;;;
;;;8604;11:00:00;232;4,0516973;0;741,4;285,86;7591,936;4448,4;4448,4;4216,4;28307;0;0;0;;;;;;;;;
;;;8605;12:00:00;52;3,6310594;0;855,43;143,61;8759,6032;5132,58;5132,58;5080,58;33387;0;0;0;;;;;;;;;
;;;8606;13:00:00;2755;2,9463627;0;914,3;368,39;9362,432;5485,8;5485,8;2730,8;36118;0;0;0;;;;;;;;;
;;;8607;14:00:00;2642;2,0485406;0;866,94;572,63;8877,4656;5201,64;5201,64;2559,64;38678;0;0;1237,3;;;;;;;;;
;;;8608;15:00:00;492;1,4221213;0;732,64;710,97;7502,2336;4395,84;4395,84;3903,84;40000;0;0;3903,84;;;;;;;;;
;;;8609;16:00:00;52;1,9056057;0;596,93;859,33;6112,5632;3581,58;3581,58;3529,58;40000;0;0;3529,58;;;;;;;;;
;;;8610;17:00:00;52;2,3981724;0;0;0;0;0;0;0;39948;52;0;0;;;;;;;;;
;;;8611;18:00:00;632,2;2,076591;0;0;0;0;0;0;0;39316;632,2;0;0;;;;;;;;;
;;;8612;19:00:00;1343,7;1,7718806;0;0;0;0;0;0;0;37972;1343,7;0;0;;;;;;;;;
;;;8613;20:00:00;3239,45;2,4050596;0;0;0;0;0;0;0;34733;3239,45;0;0;;;;;;;;;
;;;8614;21:00:00;5495,45;2,7300599;0;0;0;0;0;0;0;29237;5495,45;0;0;;;;;;;;;
;;;8615;22:00:00;625,45;3,068486;0;0;0;0;0;0;0;28612;625,45;0;0;;;;;;;;;
;;;8616;23:00:00;815,45;3,337328;0;0;0;0;0;0;0;27796;815,45;0;0;;;;;;;;;
;;Miércoles;8617;0:00:00;757,2;3,5718236;0;0;0;0;0;0;0;27039;757,2;0;0;;;;;;;;;
;;;8618;1:00:00;362;3,5842996;0;0;0;0;0;0;0;26677;362;0;0;;;;;;;;;
;;;8619;2:00:00;52;3,44226;0;0;0;0;0;0;0;26625;52;0;0;;;;;;;;;
;;;8620;3:00:00;52;3,1322393;0;0;0;0;0;0;0;26573;52;0;0;;;;;;;;;
;;;8621;4:00:00;52;3,2004158;0;0;0;0;0;0;0;26521;52;0;0;;;;;;;;;
;;;8622;5:00:00;52;2,917704;0;0;0;0;0;0;0;26469;52;0;0;;;;;;;;;
;;;8623;6:00:00;399,6;2,4730043;0;0;0;0;0;0;0;26070;399,6;0;0;;;;;;;;;
;;;8624;7:00:00;2365,45;2,261329;0;0;0;0;0;0;0;23704;2365,45;0;0;;;;;;;;;
;;;8625;8:00:00;2160,45;2,0425227;0;37,69;71,17;385,9456;226,14;226,14;0;21770;1934,31;0;0;;;;;;;;;
;;;8626;9:00:00;1311,81;1,6121159;0;300,2;411,61;3074,048;1801,2;1801,2;489,39;22259;0;0;0;;;;;;;;;
;;;8627;10:00:00;1676,25;2,0517824;0;562,44;431,13;5759,3856;3374,64;3374,64;1698,39;23958;0;0;0;;;;;;;;;
;;;8628;11:00:00;232;2,9755943;0;657,38;296,14;6731,5712;3944,28;3944,28;3712,28;27670;0;0;0;;;;;;;;;
;;;8629;12:00:00;52;3,2898245;0;781,12;170,89;7998,6688;4686,72;4686,72;4634,72;32305;0;0;0;;;;;;;;;
;;;8630;13:00:00;2755;2,6237938;0;887,38;364,33;9086,7712;5324,28;5324,28;2569,28;34874;0;0;0;;;;;;;;;
;;;8631;14:00:00;2642;2,5168219;0;772,95;532,73;7915,008;4637,7;4637,7;1995,7;36870;0;0;0;;;;;;;;;
;;;8632;15:00:00;492;2,6627352;0;758,74;731,06;7769,4976;4552,44;4552,44;4060,44;40000;0;0;4060,44;;;;;;;;;
;;;8633;16:00:00;52;2,1042867;0;188,22;262,88;1927,3728;1129,32;1129,32;1077,32;40000;0;0;1077,32;;;;;;;;;
;;;8634;17:00:00;52;1,9678127;0;0;0;0;0;0;0;39948;52;0;0;;;;;;;;;
;;;8635;18:00:00;632,2;1,8205281;0;0;0;0;0;0;0;39316;632,2;0;0;;;;;;;;;
;;;8636;19:00:00;1343,7;0,6628643;0;0;0;0;0;0;0;37972;1343,7;0;0;;;;;;;;;
;;;8637;20:00:00;3239,45;0,45043775;0;0;0;0;0;0;0;34733;3239,45;0;0;;;;;;;;;
;;;8638;21:00:00;5495,45;0,7110257;0;0;0;0;0;0;0;29237;5495,45;0;0;;;;;;;;;
;;;8639;22:00:00;625,45;0,9411541;0;0;0;0;0;0;0;28612;625,45;0;0;;;;;;;;;
;;;8640;23:00:00;815,45;1,3787215;0;0;0;0;0;0;0;27796;815,45;0;0;;;;;;;;;
;;Jueves;8641;0:00:00;757,2;1,7293074;0;0;0;0;0;0;0;27039;757,2;0;0;;;;;;;;;
;;;8642;1:00:00;362;2,0239787;0;0;0;0;0;0;0;26677;362;0;0;;;;;;;;;
;;;8643;2:00:00;52;1,4189949;0;0;0;0;0;0;0;26625;52;0;0;;;;;;;;;
;;;8644;3:00:00;52;1,3015707;0;0;0;0;0;0;0;26573;52;0;0;;;;;;;;;
;;;8645;4:00:00;52;1,8583921;0;0;0;0;0;0;0;26521;52;0;0;;;;;;;;;
;;;8646;5:00:00;52;2,3820217;0;0;0;0;0;0;0;26469;52;0;0;;;;;;;;;
;;;8647;6:00:00;399,6;2,5394578;0;0;0;0;0;0;0;26070;399,6;0;0;;;;;;;;;
;;;8648;7:00:00;2365,45;2,5713346;0;0;0;0;0;0;0;23704;2365,45;0;0;;;;;;;;;
;;;8649;8:00:00;2160,45;2,5160816;0;3,66;4,21;37,4784;21,96;21,96;0;21566;2138,49;0;0;;;;;;;;;
;;;8650;9:00:00;1311,81;2,0108004;0;121,92;150,91;1248,4608;731,52;731,52;0;20985;580,29;0;0;;;;;;;;;
;;;8651;10:00:00;1676,25;1,4271355;0;357,24;322,99;3658,1376;2143,44;2143,44;467,19;21452;0;0;0;;;;;;;;;
;;;8652;11:00:00;232;0,6026489;0;570,74;299,61;5844,3776;3424,44;3424,44;3192,44;24645;0;0;0;;;;;;;;;
;;;8653;12:00:00;52;0,51503843;0;721,34;192,33;7386,5216;4328,04;4328,04;4276,04;28921;0;0;0;;;;;;;;;
;;;8654;13:00:00;2755;1,4592758;0;866,94;364,82;8877,4656;5201,64;5201,64;2446,64;31368;0;0;0;;;;;;;;;
;;;8655;14:00:00;2642;1,9213285;0;833,95;556,05;8539,648;5003,7;5003,7;2361,7;33729;0;0;0;;;;;;;;;
